status	id	kind	display	parent	regionType	namePresent
present	804230	spell	Eruption buff		icon	false
present	804230	aura	Eruption buff		icon	false
present	802120	spell	Essence of Malygos		icon	true
present	802120	spellknown	Essence of Malygos		icon	true
present	802120	aura	Essence of Malygos buff		icon	true
present	802120	spellknown	Essence of Malygos buff		icon	true
present	804230	spell	Essence of Malygos buff		icon	true
present	804230	aura	Essence of Malygos buff		icon	true
present	802791	spell	Firestorm		icon	true
present	802791	spellknown	Firestorm		icon	true
present	802167	spell	Grace of Alexstrasza		icon	true
present	802167	spellknown	Grace of Alexstrasza		icon	true
present	680369	spell	Ignis Ultimatus		icon	true
present	680369	spellknown	Ignis Ultimatus		icon	true
present	800816	spell	Kael's Command		icon	false
present	800816	spellknown	Kael's Command		icon	false
present	804230	spell	Kael's Command		icon	false
present	804230	aura	Kael's Command		icon	false
present	800816	spellknown	Kael's Command buff		icon	false
present	804230	spell	Kael's Command buff		icon	false
present	804230	aura	Kael's Command buff		icon	false
present	504380	spell	Lava Barrier		icon	false
present	500135	spell	Meteor		icon	true
present	520488	spell	Neltharion's Resolve		icon	false
present	520488	spellknown	Neltharion's Resolve		icon	false
present	704278	spell	Roaring Pyre		icon	true
present	704278	spellknown	Roaring Pyre		icon	true
present	704278	spellknown	Roaring Pyre buff		icon	true
present	804230	spell	Roaring Pyre buff		icon	true
present	804230	aura	Roaring Pyre buff		icon	true
present	804230	spell	Sunstridder Array		icon	false
present	804230	aura	Sunstridder Array		icon	false
present	804230	spellknown	Sunstridder Array		icon	false
present	804230	spell	Volcanic Shell buff		icon	true
present	804230	aura	Volcanic Shell buff		icon	true
