path	id	parent	regionType	x	y	load	controlledChildren	triggers
$.c.39	Cultist - Castbar 2		aurabar	0	-43	{"specialization":{"multi":{"1":true,"3":true},"single":1},"size":{"multi":[]},"use_namerealm":false,"class":{"multi":{"WARRIOR":true},"single":"CULTIST"},"talent":{"multi":[]},"spellknown":48181,"spec":{"multi":[]},"use_class":true,"use_spellknown":false,"use_ignoreNameRealm":false,"namerealm":"123","use_never":false}	[]	
$.c.4	Absorb Shield Amount		aurabar	-1.0624538908601	-49.498969579031	{"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}	[]	
$.c.40	Cultist - Disable Cast Bar		aurabar	1340	870	{"specialization":{"multi":{"1":true,"3":true},"single":1},"size":{"multi":[]},"use_namerealm":false,"class":{"multi":{"CULTIST":true},"single":"CULTIST"},"talent":{"multi":[]},"spellknown":48181,"spec":{"multi":[]},"use_class":false,"use_spellknown":false,"use_ignoreNameRealm":false,"namerealm":"123","use_never":false}	[]	
$.c.41	Cultist - Tentacles		dynamicgroup	-206.77063729781	278.47982607404	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}	["Tentacle of C'Thun UP","Tentacle of Yogg-Saron UP","Tentacle of N'Zoth UP","Tentacle of Y'Shaarj UP"]	#0:aura2:Health:player:[]:[]:SPELL:_CAST_START
$.c.42	Tentacle of C'Thun UP		aurabar	0	0	{"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"talent":{"multi":[]},"spellknown":801801,"spec":{"multi":[]},"talentknown":802044,"use_spellknown":false,"use_talentknown":true,"use_class":true}	[]	
$.c.43	Tentacle of Yogg-Saron UP		aurabar	0	0	{"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"talent":{"multi":[]},"spellknown":801801,"spec":{"multi":[]},"talentknown":802044,"use_spellknown":false,"use_talentknown":true,"use_class":true}	[]	
$.c.44	Tentacle of N'Zoth UP		aurabar	0	0	{"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"talent":{"multi":[]},"spellknown":801801,"spec":{"multi":[]},"talentknown":802044,"use_spellknown":false,"use_talentknown":true,"use_class":true}	[]	
$.c.45	Tentacle of Y'Shaarj UP		aurabar	0	0	{"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"talent":{"multi":[]},"spellknown":801801,"spec":{"multi":[]},"talentknown":802044,"use_spellknown":false,"use_talentknown":true,"use_class":true}	[]	
$.c.46	Cultist Buff Bar 2		dynamicgroup	-1.5000693707789	96.500569517957	{"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}	["Shadow of the Void","Presence of Cthun","Holy Strength - Crusader Enchant","Monstrosity Buff","Blessing of Yogg-Saron Buff","Hysterical Momentum","Abyssal Destruction Buff","Yawning Decay Buff","Dark Infusion Buff","Saronite Blessing Buff","Voidseeker","GRace of the Herald Buff","Rift","Voidborne Buff","Vision of Doom Buff","End Times Buff","Abyssal Ward Buff 2","Embrace the Void Buff 2","Void Shield Buff","CD Reset Dark Revelation","Hallucination Buff","Threat Gene","Eldtrich Eye Buff 2","Berserking Buff 2","BLood Fury Buff 1","Herald Buff 2","Dreadnought Buff 1","Void Reaver buff","Entropic Retaliation Buff","Empower Spells Inspired Malice","AoE Horrorbolt Volley","Void Barrier","10% Spell dmg buff"," Corrupting Whispers","Malevolent Power 2"]	#0:aura2:Health:player:[]:[]:SPELL:_CAST_START
$.c.47	Shadow of the Void		icon	0	-7	{"knowntalent":500715,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":false,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.48	Presence of Cthun		icon	0	-7	{"spec":{"multi":[]},"size":{"multi":[]},"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":26297}	[]	
$.c.49	Holy Strength - Crusader Enchant		icon	0	-7	{"spec":{"multi":[]},"size":{"multi":[]},"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":26297}	[]	
$.c.5	Missing Buffs		dynamicgroup	-1.0416905332121	906.25012539387	{"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}	["AS Missing","Group Buff Reminder","Presence Reminder","Whisper Reminder"]	#0:aura2:Health:player:[]:[]:SPELL:_CAST_START
$.c.50	Monstrosity Buff		icon	0	-7	{"use_class":true,"spec":{"multi":[]},"size":{"multi":[]},"role":{"multi":{"tank":true},"single":"tank"},"use_spellknown":true,"class":{"multi":[],"single":"CULTIST"},"specialization":{"multi":{"2":true},"single":2},"spellknown":801968}	[]	
$.c.51	Blessing of Yogg-Saron Buff		icon	0	-7	{"knowntalent":807128,"specialization":{"multi":{"2":true},"single":2},"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"spellknown":801968,"spec":{"multi":[]},"use_class":true,"role":{"multi":{"tank":true},"single":"tank"},"use_spellknown":false,"use_knowntalent":true}	[]	
$.c.52	Hysterical Momentum		icon	0	-7	{"knowntalent":300274,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.53	Abyssal Destruction Buff		icon	0	-7	{"knowntalent":300308,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.54	Yawning Decay Buff		icon	0	-7	{"knowntalent":706909,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.55	Dark Infusion Buff		icon	0	-7	{"knowntalent":500715,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":false,"use_spellknown":true,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":570249}	[]	
$.c.56	Saronite Blessing Buff		icon	0	-7	{"knowntalent":301262,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.57	Voidseeker		icon	0	-7	{"knowntalent":560320,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.58	GRace of the Herald Buff		icon	0	-7	{"knowntalent":560320,"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"spellknown":502116,"spec":{"multi":[]},"use_class":true,"use_spellknown":false,"use_itemequiped":true,"use_knowntalent":false,"itemequiped":[212714]}	[]	
$.c.59	Rift		icon	0	-7	{"knowntalent":500715,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":false,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.6	AS Missing		icon	0	0	{"knowntalent":500751,"specialization":[],"size":{"multi":[]},"class":{"multi":{"CULTIST":true},"single":"CULTIST"},"ingroup":{"multi":{"raid":true,"group":true}},"use_knowntalent":true,"spec":{"multi":[]},"use_class":true,"role":[],"use_ingroup":false}	[]	
$.c.60	Voidborne Buff		icon	0	-7	{"knowntalent":500715,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":false,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.61	Vision of Doom Buff		icon	0	-7	{"knowntalent":520388,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.62	End Times Buff		icon	0	-7	{"knowntalent":500715,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":false,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.63	Abyssal Ward Buff 2		icon	0	-7	{"knowntalent":804670,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":false,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.64	Embrace the Void Buff 2		icon	0	-7	{"knowntalent":582591,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.65	Void Shield Buff		icon	0	-7	{"knowntalent":500715,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.66	CD Reset Dark Revelation		icon	1	-7	{"spec":{"multi":[]},"size":{"multi":[]},"use_never":true,"use_spellknown":false,"class":{"multi":{"CULTIST":true},"single":"CULTIST"},"use_class":false,"spellknown":26297}	[]	
$.c.67	Hallucination Buff		icon	0	-7	{"knowntalent":560301,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.68	Threat Gene		icon	0	-7	{"knowntalent":500715,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":false,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.69	Eldtrich Eye Buff 2		icon	0	-7	{"knowntalent":802049,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.7	Group Buff Reminder		icon	0	0	{"use_class":true,"spec":{"multi":[]},"size":{"multi":[]},"use_ingroup":false,"use_spellknown":true,"class":{"multi":[],"single":"CULTIST"},"ingroup":{"multi":{"raid":true,"group":true},"single":"group"},"spellknown":561386}	[]	
$.c.70	Berserking Buff 2		icon	0	-7	{"spec":{"multi":[]},"size":{"multi":[]},"use_spellknown":true,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":26297}	[]	
$.c.71	BLood Fury Buff 1		icon	0	-7	{"spec":{"multi":[]},"size":{"multi":[]},"use_spellknown":true,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":814285}	[]	
$.c.72	Herald Buff 2		icon	0	-7	{"spec":{"multi":[]},"size":{"multi":[]},"use_spellknown":true,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":520326}	[]	
$.c.73	Dreadnought Buff 1		icon	0	-7	{"use_class":true,"specialization":[],"size":{"multi":[]},"use_knowntalent":false,"use_spellknown":true,"class":{"multi":[],"single":"CULTIST"},"spec":{"multi":[]},"spellknown":567524}	[]	
$.c.74	Void Reaver buff		icon	0	-7	{"knowntalent":800463,"specialization":[],"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"use_knowntalent":true,"spec":{"multi":[]},"use_class":true,"use_spellknown":false,"spellknown":567524}	[]	
$.c.75	Entropic Retaliation Buff		icon	0	-7	{"knowntalent":802043,"specialization":[],"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"use_knowntalent":true,"spec":{"multi":[]},"use_class":true,"use_spellknown":false,"spellknown":567524}	[]	
$.c.76	Empower Spells Inspired Malice		icon	1	-7	{"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_spellknown":false,"class":{"multi":{"CULTIST":true},"single":"CULTIST"},"use_class":false,"spellknown":26297}	[]	
$.c.77	AoE Horrorbolt Volley		icon	1	-7	{"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_spellknown":false,"class":{"multi":{"CULTIST":true},"single":"CULTIST"},"use_class":false,"spellknown":26297}	[]	
$.c.78	Void Barrier		icon	0	-7	{"knowntalent":300291,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.79	10% Spell dmg buff		icon	1	-7	{"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_spellknown":false,"class":{"multi":{"CULTIST":true},"single":"CULTIST"},"use_class":false,"spellknown":26297}	[]	
$.c.8	Presence Reminder		icon	0	0	{"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}	[]	
$.c.80	 Corrupting Whispers		icon	1	-7	{"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_spellknown":false,"class":{"multi":{"CULTIST":true},"single":"CULTIST"},"use_class":false,"spellknown":26297}	[]	
$.c.81	Malevolent Power 2		icon	0	-7	{"knowntalent":301183,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.82	Cultist Supp Bar		dynamicgroup	-6.6364882655826	-2.2709081251382	{"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}	["Malevolence","Eldritch Shock","Sanity Tap","Dark Veil","Trinket 2","Trinket 1","[Orc] Blood Fury","Sermon of Dread","Mass Nightmare","Corrupt Mind","Eldtritch Mending","Grasp of Zek'voz","Psychic Suppression","Test of Pride","Horrifying Presence","Empire's Grasp","Tentacle of N'zoth","Twisted Seal","Hallucination","Isolate","Horrorbolt","Wrath of the Black Empire","Satiate","[Troll] Berserking","[Undead] Will of the Forsaken","[Gnome] Escape Artist","[Dwarf] Stoneform","[Blood Elf] Arcane Torrent","[Tauren] War Stomp","Entropic Singularity"]	#0:aura2:Health:player:[]:[]:SPELL:_CAST_START
$.c.83	Malevolence		icon	0	0	{"knowntalent":560301,"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"use_knowntalent":false,"spec":{"multi":[]},"use_class":true,"role":{"multi":{"healer":true,"tank":true,"melee":true}},"use_spellknown":false,"spellknown":502220}	[]	
$.c.84	Eldritch Shock		icon	0	0	{"knowntalent":561313,"spec":{"multi":[]},"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"use_class":true,"use_knowntalent":false}	[]	
$.c.85	Sanity Tap		icon	0	0	{"knowntalent":806498,"spec":{"multi":[]},"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"use_class":true,"use_knowntalent":false}	[]	
$.c.86	Dark Veil		icon	0	0	{"knowntalent":520345,"spec":{"multi":[]},"size":{"multi":[]},"use_knowntalent":true,"use_spellknown":false,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":502116}	[]	
$.c.87	Trinket 2		icon	0	0	{"knowntalent":560301,"size":{"multi":[]},"class":{"multi":{"CULTIST":true},"single":"CULTIST"},"use_knowntalent":false,"itemtypeequipped":{"multi":{"520":true,"526":true},"single":526},"use_class":false,"use_itemequiped":false,"spec":{"multi":[]},"itemequiped":[188631]}	[]	
$.c.88	Trinket 1		icon	0	0	{"knowntalent":560301,"size":{"multi":[]},"class":{"multi":{"CULTIST":true},"single":"CULTIST"},"use_knowntalent":false,"itemtypeequipped":{"multi":{"520":true,"526":true},"single":526},"use_class":false,"use_itemequiped":false,"spec":{"multi":[]},"itemequiped":[188631]}	[]	
$.c.89	[Orc] Blood Fury		icon	0	0	{"spec":{"multi":[]},"size":{"multi":[]},"use_spellknown":true,"class":{"multi":[],"single":"CULTIST"},"use_class":true,"spellknown":814285}	[]	
$.c.9	Whisper Reminder		icon	0	0	{"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}	[]	
$.c.90	Sermon of Dread		icon	0	0	{"knowntalent":560301,"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"use_knowntalent":false,"spec":{"multi":[]},"use_class":true,"role":{"multi":{"healer":true,"tank":true,"melee":true}},"use_spellknown":true,"use_role":false,"spellknown":620612}	[]	
$.c.91	Mass Nightmare		icon	0	0	{"knowntalent":805114,"spec":{"multi":[]},"size":{"multi":[]},"class":{"multi":[],"single":"CULTIST"},"use_class":true,"use_knowntalent":true}	[]	
