display	parent	regionType	load	spellRefs	auraRefs	children
Arteria_Bind		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,681077	681077	[]
Vampyr_Kiss		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,504275	504275	[]
Purify_Blood		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,680679	680679	[]
_Malediction		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,800776		[]
Atherann's__Anguish		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,680680		[]
Blood__Craving		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,800780		[]
Sacrificial__Rite		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,800785		[]
Bloodmage_Trinkets		dynamicgroup	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Bloodmage - trinket - slot 15","Bloodmage - trinket - slot 16"]
Bloodmage - trinket - slot 15		icon	{"use_never":false,"spec":{"multi":[]},"size":{"multi":[]},"use_itemequiped":false,"use_class":true,"class":{"multi":{"DEATHKNIGHT":true,"SHAMAN":true,"PALADIN":true},"single":"SONOFARUGAL"},"talent":{"multi":[]},"itemequiped":[50349]}			[]
Bloodmage - trinket - slot 16		icon	{"use_never":false,"spec":{"multi":[]},"size":{"multi":[]},"use_itemequiped":false,"use_class":true,"class":{"multi":{"DEATHKNIGHT":true,"SHAMAN":true,"PALADIN":true},"single":"SONOFARUGAL"},"talent":{"multi":[]},"itemequiped":[50349]}			[]
Bloodmage_Notifiers_Upper		dynamicgroup	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Hypovolemic_Shock","Packleader_","Infection","Bloodpale","Sanguine_Scripture_","Killer_Instinct","Ultra_Instinct","Darkcasting","Gore_Tome","Saturating_Sutures","Apetheosis","Enraging_Howl","Blood_Pact__","Eternal_Resolve___","Wicked__Howl","Blood__Veil","Dark_Essence","Sovereignty","Universal_Donor","Crimson_Scion","Adrenaline_Boost","Blood_Rituals","Blood_Rush","Heartbreak","Essence_Harvester","Malediction_Stacks","Atherann's_Anguish","Twisted_Magic","Blood_Parasites","Agonizing_Pain","Blood_Craving","Sacrificial_Rite","The_Council_Assembled","Transgression","Accursed_Form","Sated_Notifier
Hypovolemic_Shock		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		572305	[]
Packleader_		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		504290	[]
Infection		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,704624	704624	[]
Bloodpale		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,681514	681514	[]
Sanguine_Scripture_		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,504264	681514,504264	[]
Killer_Instinct		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	false,504264	704690,504264	[]
Ultra_Instinct		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	false,504264	704654,504264	[]
Darkcasting		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	false,504264	712383,504264	[]
Gore_Tome		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		807788	[]
Saturating_Sutures		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		504098	[]
Apetheosis		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":false}		804203	[]
Enraging_Howl		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		504157	[]
Blood_Pact__		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		801955	[]
Eternal_Resolve___		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		801962	[]
Wicked__Howl		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		804207	[]
Blood__Veil		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		572279	[]
Dark_Essence		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		680732	[]
Sovereignty		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		806049	[]
Universal_Donor		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		806428	[]
Crimson_Scion		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		806424	[]
Adrenaline_Boost		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		680675	[]
Blood_Rituals		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	false	706623	[]
Blood_Rush		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		560254	[]
Heartbreak		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		807563	[]
Essence_Harvester		icon	{"knowntalent":801446,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}		806421	[]
Malediction_Stacks		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		704120	[]
Atherann's_Anguish		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		680680	[]
Twisted_Magic		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		704634	[]
Blood_Parasites		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		802315	[]
Agonizing_Pain		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		680745	[]
Blood_Craving		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		800780	[]
Sacrificial_Rite		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		800785	[]
The_Council_Assembled		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,504103	504103	[]
Transgression		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		504728	[]
Accursed_Form		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		562572	[]
Sated_Notifier		icon	{"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"ingroup":[],"talent":{"multi":{"58":true},"single":58}}		532125	[]
Bloodmage_Notifiers_Lower		dynamicgroup	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Flask_Notifier_ 3","Food_Notifier_ 3","Bare_Fangs_","Racials_Notifier_ 3","Lunge_","Blood_Tap","Blood_Covenant","Blood_bond","Transfusion","Blood_Howl","Shadow_Vigil","Animated_Blood","Blood_Feast","Hemostasis","Liquify","Apotheosis_Fleshweaver","Apotheosis_Fleshweaver 2","Apotheosis_Fleshweaver 3","Fleshcraft_Fleshweaver","Hemal_Excision","Blood_Veil_","Blood_Veil_ 2","Fleshcraft__1","Fleshcraft__2"]
Flask_Notifier_ 3		icon	{"level":["80"],"use_never":false,"size":{"multi":[]},"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_level":false,"spec":{"multi":[]},"use_class":true,"use_ingroup":false,"level_operator":["=="],"ingroup":{"multi":{"raid":true}}}		17626,17634,17636,17638,17637,Flask of Stoneblood,Flask of Endless Rage,Lesser Flask of Resistance,Flask of the North,Distilled Wisdom	[]
Food_Notifier_ 3		icon	{"level":["80"],"use_never":false,"size":{"multi":[]},"use_combat":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_level":false,"spec":{"multi":[]},"use_class":true,"use_ingroup":false,"level_operator":["=="],"ingroup":{"multi":{"raid":true}}}		Well Fed	[]
Bare_Fangs_		icon	{"spec":{"multi":[]},"size":{"multi":[]},"use_talent":false,"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":{"83":true}},"use_class":true}	true,801957,Hand of Reckoning		[]
Racials_Notifier_ 3		icon	{"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":{"DEATHKNIGHT":true},"single":"SONOFARUGAL"},"talent":{"multi":{"24":true,"70":true},"single":70},"use_class":true}	true,65116,59752,Every Man for Himself,20594,Stoneform,59545,Gift of the Naaru,50613,Arcane Torrent	65116,59752	[]
Lunge_		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,500126		[]
Blood_Tap		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,707900		[]
Blood_Covenant		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,1200012		[]
Blood_bond		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,504627		[]
Transfusion		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,705734		[]
Blood_Howl		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,800782		[]
Shadow_Vigil		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,806182	806182	[]
Animated_Blood		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,573356	573356	[]
Blood_Feast		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,706605	706605	[]
Hemostasis		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,681304	681304	[]
Liquify		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,806310	806310	[]
Apotheosis_Fleshweaver		icon	{"knowntalent":505188,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"specialization":[],"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,804203	804203	[]
Apotheosis_Fleshweaver 2		icon	{"knowntalent":504710,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"specialization":[],"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,804203	804203	[]
Apotheosis_Fleshweaver 3		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"specialization":[],"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,804203	804203	[]
Fleshcraft_Fleshweaver		icon	{"knowntalent":505188,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"specialization":[],"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,801955	801955	[]
Hemal_Excision		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,803681	803681	[]
Blood_Veil_		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,504263	504263	[]
Blood_Veil_ 2		icon	{"knowntalent":504710,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,504263	504263	[]
Fleshcraft__1		icon	{"knowntalent":504710,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,801952	801952	[]
Fleshcraft__2		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,801952	801952	[]
Howl_Spells		dynamicgroup	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Shadow_Howl","Night_Hunter's_Howl"]
Shadow_Howl		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,806177	806177	[]
Night_Hunter's_Howl		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}	true,500124	500124	[]
Bloodmage_General		group	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Bloodmage_Rage","Bloodmage_Health","Bloodmage_Reminders_Eternal","Blood_Mage_Howl_Durations"]
Bloodmage_Rage		aurabar	{"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_class":true}			[]
Bloodmage_Health		aurabar	{"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_class":true}		704576	[]
Bloodmage_Reminders_Eternal		group	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Rotclaw_Stacks","Taldaram_Torment","Taldaram_Torment 2","Taldaram_Torment 3","Malediction","Blood_Fang_Bite","Bloodmage_Offerings","Bloodthorns_","Blood_Shield_Buff"]
Rotclaw_Stacks		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_class":true,"class":{"multi":{"SONOFARUGAL":true},"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true}	false,503477	804197,503477	[]
Taldaram_Torment		icon	{"knowntalent":505188,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_class":true,"class":{"multi":{"SONOFARUGAL":true},"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true}	false,503477	802580,503477	[]
Taldaram_Torment 2		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_class":true,"class":{"multi":{"SONOFARUGAL":true},"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true}	false,503477	802580,503477	[]
Taldaram_Torment 3		icon	{"knowntalent":504710,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_class":true,"class":{"multi":{"SONOFARUGAL":true},"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true}	false,503477	802580,503477	[]
Malediction		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":false}	true,704120	704120	[]
Blood_Fang_Bite		icon	{"knowntalent":804197,"specialization":[],"size":{"multi":[]},"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true,"spec":{"multi":[]},"use_class":true,"use_never":false}	706654,true	706654,704120	[]
Bloodmage_Offerings		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true}		Sanguinary Offering,Foul Mandate,Mark of Rivendare,Rite of Resolve,680299,572403,572404,1108493	[]
Bloodthorns_		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true}		Bloodthorns,Razorice,572116,572214	[]
Blood_Shield_Buff		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"talent":{"multi":[]},"use_knowntalent":true}		Blood Shield,Vital Shield	[]
Blood_Mage_Howl_Durations		group	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Night_Hunter_Howl_","Shadow_Howl__","Night_Hunter's Howl_","Blood_bolt__","Blood_bolt__ 2"]
Night_Hunter_Howl_		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		500124	[]
Shadow_Howl__		icon	{"spec":{"multi":[]},"use_class":true,"class":{"multi":[],"single":"SONOFARUGAL"},"use_never":false,"size":{"multi":[]}}		806177	[]
Night_Hunter's Howl_		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":false}	true,572895,680687	680687	[]
Blood_bolt__		icon	{"knowntalent":504728,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,578305		[]
Blood_bolt__ 2		icon	{"knowntalent":504710,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,578305		[]
Bloodmage_Eternal		group	{"talent":{"multi":[]},"class":{"multi":[]},"size":{"multi":[]},"spec":{"multi":[]}}			["Claw_Sweep_","Bloodfang Bite","Bloodbolt_","Rotclaw_","Ravenous_Strike"]
Claw_Sweep_		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,500169		[]
Bloodfang Bite		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,501695		[]
Bloodbolt_		icon	{"knowntalent":804197,"spec":{"multi":[]},"size":{"multi":[]},"use_never":false,"class":{"multi":[],"single":"SONOFARUGAL"},"use_class":true,"use_knowntalent":true}	true,804685		[]
