status	id	kind	display	parent	regionType	namePresent
present	503141	spell	Chastise_		icon	true
present	301065	spell	Chastise__		icon	true
present	301172	aura	Chastise__		icon	true
present	503135	spell	Chastise__		icon	true
present	503141	spell	Chastise__		icon	true
present	503135	spell	Chastise___		icon	true
present	503141	spell	Chastise___		icon	true
present	804922	aura	Condemn_Oath_Buff		icon	true
present	562302	spell	Crusader's Presence_		icon	false
present	562302	aura	Crusader's Presence_		icon	false
present	300513	spell	Crusader's_Brand		icon	false
present	300513	aura	Crusader's_Brand		icon	false
present	705256	aura	Determined_		icon	true
present	527023	spell	Divine_Charge_		icon	true
present	527023	aura	Divine_Charge_		icon	true
present	806153	spell	Divine_Force_		icon	true
present	705255	aura	Divine_Strikes_		icon	true
present	560834	aura	Duty_Calls		icon	true
present	500694	spell	Force_of_Golganneth		icon	true
present	500694	aura	Force_of_Golganneth		icon	true
present	806516	aura	Heaven's_Finest		icon	false
present	804903	aura	Holy Cleave_Oath_Buff		icon	true
present	560116	spell	Interdict_		icon	true
present	523712	aura	Iron_Penance_		icon	true
present	806522	aura	Legacy_of_the_Silver_Hand_		icon	true
present	801441	spell	Libram of Consecration_		icon	true
present	801441	aura	Libram of Consecration_		icon	true
present	801441	aura	Libram of Consecration__		icon	true
present	805423	spell	Libram of Fervor_		icon	true
present	805423	aura	Libram of Fervor_		icon	true
present	805423	aura	Libram of Fervor__		icon	true
present	801463	spell	Libram of Grace_		icon	true
present	801463	aura	Libram of Grace_		icon	true
present	801463	aura	Libram of Grace__		icon	true
present	801461	spell	Libram of Tenacity_		icon	true
present	801461	aura	Libram of Tenacity_		icon	true
present	801461	aura	Libram of Tenacity__		icon	true
present	801463	aura	Libram of Zeal_		icon	true
present	801466	spell	Libram of Zeal_		icon	true
present	801466	aura	Libram of Zeal__		icon	true
present	561016	aura	Light_Keeper		icon	false
present	524765	aura	Light's_Guidance		icon	false
present	807814	spell	Lights_Hope		icon	false
present	807814	aura	Lights_Hope		icon	false
present	806273	aura	Mending_Ward		icon	true
present	803163	aura	Might_of_Aggramar		icon	true
present	524739	spell	Norgannon's_Wrath		icon	false
present	524739	aura	Norgannon's_Wrath		icon	false
present	560651	aura	Parry_Dance		icon	true
present	805421	spell	Reckoning_		icon	true
present	804904	aura	Righteous Lunge_Oath_Buff		icon	true
present	805332	aura	Righteous Lunge_Oath_Buff_		icon	true
present	748502	aura	Righteous_Tempest_		icon	true
present	807274	spell	Righteous_Tempest_		icon	true
present	501562	spell	Righteous_Upheaval_		icon	true
present	748502	aura	Righteous_Upheaval_		icon	true
present	807764	aura	Righteous_Upheaval_		icon	true
present	680870	aura	Sacred Resistance_Armor_Buff		icon	false
present	102208	aura	Sacred_Restraint_Notifier_		icon	false
present	748502	spell	Sacred_Swing		icon	true
present	748502	aura	Sacred_Swing		icon	true
present	705274	aura	Sanctify_		icon	true
present	805415	aura	Scarlet_Champion		icon	true
present	520812	aura	Scarlet_Secrets_		icon	true
present	301172	aura	Scarlet_Srusader_		icon	false
present	801465	spell	Silverhand Incantation_		icon	true
present	500757	spell	Spiritual_Ascension		icon	true
present	706583	aura	Staffguard_Buff		icon	true
present	807274	aura	Tempest_Aura_		icon	false
present	560653	aura	Templar_Aura_		icon	true
present	804914	spell	Templar_Beckon_		icon	true
present	803872	aura	Templar_Blade_of_Faith_		icon	false
present	806864	aura	Templar_Condemn_Stacks		icon	false
present	704576	aura	Templar_Oath_Chain		aurabar	false
present	804228	spell	Testament_of_Resolve		icon	true
present	804228	aura	Testament_of_Resolve		icon	true
present	300514	spell	Testament_of_Strength		icon	true
present	300514	aura	Testament_of_Strength		icon	true
present	801455	spell	Testament_of_Will		icon	true
present	801455	aura	Testament_of_Will		icon	true
present	806521	spell	Titan_Strike		icon	true
present	806521	spell	Titan_Strike_		icon	true
present	806521	spell	Titan_Strike__		icon	true
present	804781	spell	Tithe_		icon	true
present	804816	aura	Tithe_Buffs		icon	false
present	806354	aura	Tome_of_Light_Barrier_of_Light		icon	false
present	806934	aura	Tome_of_Light_Nimble_Movements		icon	false
present	807004	aura	Tome_of_Light_Tranquil_Circle		icon	false
present	801205	spell	Tranquil_Circle_		icon	true
present	807648	spell	Unbroken_Creed		icon	true
present	807648	aura	Unbroken_Creed		icon	true
present	560648	aura	Warrior_of_Dawn		icon	true
